scenario,claimed_id,n_broadcasts,single_beacon,lifetime_s,iat_mean,iat_std,iat_cv,beacon_rate,first_seen_s,birth_churn,label
baseline,26,120,0,116.99849,0.9831805882352941,0.12872266415717687,0.13092474129114015,1.0256542627174077,2.30751,20,0
baseline,27,114,0,110.00331,0.9734806194690265,0.16092897397367004,0.1653129715735346,1.03633245217803,2.35469,20,0
baseline,28,117,0,112.01164,0.9656175862068965,0.1825829193847829,0.18908408669522933,1.0445343001852307,2.40736,20,0
baseline,29,119,0,116.99623,0.9914934745762712,0.09190575667937607,0.09269426278236809,1.0171267911795108,2.46277,20,0
baseline,30,119,0,116.99398000000001,0.991474406779661,0.09198810379555783,0.09277910066719522,1.0171463523165891,2.51602,20,0
baseline,31,118,0,116.99437,0.9999518803418803,0.008170822378723963,0.008171215574823846,1.008595541819662,2.56463,20,0
baseline,32,118,0,117.00529,1.0000452136752136,0.007998976173619332,0.007998614526859956,1.008501410491782,2.60171,20,0
baseline,33,121,0,117.00773000000001,0.9750644166666668,0.15624766678682364,0.16024343019404647,1.0341197115780298,2.66027,20,0
baseline,34,118,0,116.9986,0.9999880341880342,0.008379417624472304,0.008379517892207766,1.0085590767752777,2.7034,20,0
baseline,35,128,0,116.99878,0.9212502362204724,0.2694179130196236,0.2924481345317635,1.0940285018356601,2.75922,20,0
baseline,36,118,0,116.99425,0.9999508547008547,0.00797966352916598,0.007980055711391112,1.0085965763274691,2.81175,20,0
baseline,37,118,0,116.99123,0.9999250427350428,0.009107305100563439,0.009107987810418971,1.0086226121393886,2.86877,20,0
baseline,38,134,0,117.00680000000001,0.8797503759398496,0.3252199959319753,0.3696730400194922,1.1452325847728506,2.9142,20,0
baseline,39,118,0,117.00269,1.0000229914529914,0.008906183702642725,0.008905978941246555,1.0085238211189844,2.96531,20,0
baseline,40,118,0,116.00631,0.9915069230769231,0.09234374317382348,0.09313474371641807,1.0171860478968773,3.00969,20,0
baseline,41,117,0,116.00098,1.000008448275862,0.008215277673171754,0.008215208268826036,1.008612168621334,3.05802,20,0
baseline,42,117,0,116.01006000000001,1.000086724137931,0.008599421870690386,0.008598676157913243,1.0085332254806176,3.10994,20,0
baseline,43,119,0,115.98886,0.9829564406779662,0.12924069138380934,0.13148160593430697,1.0259605965607386,3.16314,20,0
baseline,44,117,0,115.99157,0.9999273275862068,0.00854209408204413,0.008542714901756388,1.0086939938824866,3.21543,20,0
baseline,45,120,0,115.99962000000001,0.9747867226890757,0.15689470404218878,0.16095285295779815,1.034486147454621,3.26638,20,0
baseline,46,117,0,116.01095,1.0000943965517242,0.008279289104997013,0.008278507642422146,1.0085254883267485,3.30105,20,0
baseline,47,123,0,116.00529,0.9508630327868851,0.2162054599592986,0.22737813176480515,1.060296474410779,3.36071,20,0
baseline,48,118,0,116.00237,0.991473247863248,0.09235622520843163,0.09315049640267263,1.0172205964412624,3.40563,20,0
baseline,49,122,0,116.00358999999999,0.9587073553719009,0.19918656529245676,0.2077657631146352,1.0516915898895889,3.45341,20,0
baseline,50,117,0,116.00165,1.000014224137931,0.007343279140546261,0.007343174690216615,1.00860634309943,3.50335,20,0
baseline,51,121,0,115.9865,0.9665541666666667,0.17955387312068494,0.18576700542289137,1.0432248580653782,3.5685,20,0
baseline,52,129,0,116.00447,0.906284921875,0.29150070980294135,0.3216435612763585,1.1120261141661179,3.61153,20,0
baseline,53,118,0,116.0063,0.9915068376068376,0.09231938050320167,0.09311018038567384,1.0171861355805676,3.6547,20,0
baseline,54,124,0,116.00506,0.943130569105691,0.23166161192812956,0.24563047738745133,1.0689188902622007,3.71094,20,0
baseline,55,117,0,115.99455,0.9999530172413793,0.008746590391830868,0.008747001350083954,1.0086680796640877,3.76545,20,0
baseline,56,125,0,115.99512999999999,0.9354445967741936,0.24576193558912793,0.2627220643922884,1.0776314488375505,3.81887,20,0
baseline,57,117,0,115.98075,0.9998340517241379,0.00842339046105466,0.008424788540187408,1.0087880963004636,3.87025,20,0
baseline,58,117,0,115.98803,0.9998968103448277,0.007952064967031283,0.0079528856225563,1.008724779617345,3.91997,20,0
baseline,59,118,0,116.01132999999999,0.991549829059829,0.09246941270193511,0.0932574541307854,1.017142032592851,3.95467,20,0
baseline,60,122,0,114.99837,0.9503997520661156,0.2171950146052164,0.22853016757742903,1.0608846021034908,4.01563,18,0
baseline,61,121,0,115.01083,0.9584235833333334,0.20002965299673195,0.20870693968218323,1.052074835039448,4.05817,18,0
baseline,62,117,0,115.00872,0.9914544827586207,0.09281481572376209,0.09361480263371684,1.0173141653954587,4.10928,18,0
baseline,63,116,0,115.00811999999999,1.0000706086956521,0.008153364446865976,0.008152788789083652,1.008624434518189,4.15788,18,0
baseline,64,116,0,114.99092,0.9999210434782609,0.00767969806629212,0.007680304476419475,1.0087753015629408,4.21108,18,0
baseline,65,120,0,115.00399999999999,0.9664201680672269,0.18040095372301507,0.18666927666027958,1.0434419672359223,4.257,18,0
baseline,66,125,0,114.99723,0.9273970161290322,0.259373953709448,0.2796795214977922,1.0869827038442579,4.31077,18,0
baseline,67,117,0,115.00751,0.9914440517241381,0.09279896740636201,0.09359980247496874,1.0173248686107543,4.36149,18,0
baseline,68,116,0,115.00512,1.0000445217391305,0.007817755848733541,0.007817407804142609,1.0086507452885576,4.40888,18,0
baseline,69,127,0,114.99584,0.9126653968253968,0.28229863798919885,0.30931230544199734,1.104387776114336,4.46016,18,0
baseline,70,117,0,114.99217,0.9913118103448276,0.09270986027609092,0.09352240062976937,1.0174605801421088,4.51583,18,0
baseline,73,116,0,114.99886000000001,0.9999900869565218,0.009296568557749801,0.00929666071595168,1.0087056515168933,4.65714,18,0
baseline,74,116,0,115.01651,1.0001435652173913,0.008886385208386824,0.0088851096156933,1.0085508593505401,4.70349,18,0
baseline,75,117,0,114.99022,0.9912949999999999,0.09275672019060088,0.09357125799141616,1.0174778342019,4.76778,18,0
baseline,76,120,0,115.01316,0.9664971428571428,0.18041906732388763,0.18667315124236764,1.0433588643247433,4.80284,18,0
baseline,77,116,0,114.99067,0.9999188695652174,0.008268779181771692,0.008269450085852571,1.0087774947306596,4.86933,18,0
baseline,78,116,0,115.00248,1.0000215652173914,0.008225106590170408,0.008224929217783799,1.0086738999019846,4.90652,18,0
baseline,79,116,0,114.99251000000001,0.9999348695652175,0.00819669895010422,0.008197232839443066,1.0087613532394413,4.96949,18,0
baseline,80,116,0,113.99616,0.9912709565217391,0.09321154477828757,0.0940323573136417,1.0175781359652816,5.00984,19,0
baseline,81,115,0,113.99767,0.9999795614035087,0.008847148553455822,0.008847329380451054,1.008792548128396,5.06933,19,0
baseline,82,115,0,114.00229,1.0000200877192982,0.009048435504551882,0.009048253745770498,1.008751666304247,5.11471,19,0
baseline,83,115,0,113.9997,0.9999973684210527,0.008091401224543942,0.008091422517761094,1.0087745844945206,5.1553,19,0
baseline,84,115,0,113.98378,0.9998577192982457,0.007935370301122086,0.007936499511842103,1.0089154790269284,5.22022,19,0
baseline,85,125,0,114.00017000000001,0.9193562096774194,0.27235747975181906,0.29624804497419227,1.0964895929541156,5.25683,19,0
baseline,86,115,0,114.00771999999999,1.0000677192982454,0.007301736039077283,0.007301241604119531,1.0087036211232012,5.30728,19,0
baseline,87,115,0,114.00218,1.0000191228070174,0.007930918351440336,0.007930766692919367,1.008752639642505,5.35082,19,0
baseline,88,115,0,113.99076,0.9999189473684211,0.0077737515349443655,0.007774381669037539,1.0088537000718305,5.41724,19,0
baseline,89,126,0,114.00410000000001,0.9120328000000001,0.2832689442253774,0.3105907421590291,1.1052234086317947,5.4579,19,0
baseline,90,119,0,113.98854,0.9660045762711864,0.18112803397767302,0.18750225250157093,1.0439645950373608,5.51746,19,0
baseline,91,115,0,114.00255,1.0000223684210525,0.008311967097032254,0.00831178117561122,1.008749365694013,5.55745,19,0
baseline,92,28,0,57.9942,2.1479333333333335,5.857578061129208,2.7270762878096186,0.48280690137979315,59.6098,1,0
baseline,93,115,0,113.99715,0.9999750000000001,0.008197970999507375,0.008198175953906222,1.0087971497533053,5.66685,19,0
baseline,94,115,0,114.00235,1.0000206140350878,0.007697312732842421,0.007697154063438481,1.0087511353932617,5.71265,19,0
baseline,95,115,0,113.99928,0.9999936842105263,0.007703888772307124,0.007703937428754044,1.0087783010559366,5.76172,19,0
baseline,96,115,0,113.99398000000001,0.999947192982456,0.008382387708736425,0.008382830381007423,1.0088252028747482,5.80802,19,0
baseline,97,115,0,113.99827,0.9999848245614036,0.008759063599761996,0.008759196524411006,1.0087872386133578,5.86173,19,0
baseline,98,116,0,113.99944,0.9912994782608696,0.09318058391563218,0.09399841920537241,1.0175488581347416,5.91556,19,0
baseline,99,115,0,114.00027999999999,1.0000024561403509,0.008366472937024524,0.008366452387843221,1.0087694521452053,5.96572,19,0
baseline,100,114,0,113.01015,1.0000898230088497,0.008471167129448304,0.008470406292068971,1.0087589477582324,6.00485,19,0
baseline,101,114,0,112.99819000000001,0.9999839823008849,0.00783873099489305,0.00783885655533876,1.0088657172296298,6.05281,19,0
baseline,102,121,0,113.01574,0.9417978333333334,0.23433890310539304,0.24882081356674002,1.0706473275315456,6.10326,19,0
baseline,103,114,0,112.98488,0.9998661946902655,0.008428353676525814,0.00842948158592032,1.008984565014363,6.17012,19,0
baseline,104,121,0,112.99273000000001,0.9416060833333333,0.23434907028225904,0.2488822814872345,1.0708653556737675,6.21627,19,0
baseline,105,114,0,112.99797000000001,0.99998203539823,0.007500427617224372,0.007500562361840253,1.008867681428259,6.26203,19,0
baseline,107,114,0,112.99946,0.999995221238938,0.00874984986949383,0.008749891683135502,1.0088543785961455,6.35354,19,0
baseline,108,114,0,112.9978,0.9999805309734513,0.007639969633529511,0.007640118379197071,1.0088691992233478,6.4102,19,0
baseline,109,114,0,112.99710999999999,0.999974424778761,0.007782881139297036,0.0077830801932949,1.0088753597326516,6.45989,19,0
baseline,110,116,0,112.99454999999999,0.982561304347826,0.13094305414466786,0.13326705780621106,1.0265981854877073,6.51345,19,0
baseline,111,114,0,113.00344999999999,1.0000305309734512,0.00782119073395002,0.007820951952673589,1.0088187573034275,6.56355,19,0
baseline,112,122,0,112.98875,0.9337913223140496,0.24850033379408548,0.2661197720045964,1.0797535152836013,6.61425,19,0
baseline,113,114,0,112.98666,0.9998819469026549,0.00804261095042111,0.008043560517653902,1.0089686693986706,6.66934,19,0
baseline,114,114,0,113.01204,1.0001065486725664,0.007657321647548526,0.007656505857012964,1.008742077392816,6.70196,19,0
baseline,115,123,0,113.00579,0.9262769672131148,0.2615009931582843,0.2823140404160768,1.0884398047215103,6.75721,19,0
baseline,116,114,0,113.0054,1.0000477876106195,0.00759254813226325,0.007592185319867433,1.0088013493160504,6.8116,19,0
baseline,117,116,0,112.99235999999999,0.9825422608695651,0.13093368576471023,0.13326010593053972,1.0266180828509115,6.86664,19,0
baseline,118,114,0,112.99629999999999,0.999967256637168,0.00759048219203459,0.007590730738085307,1.0088825917308797,6.9107,19,0
baseline,119,114,0,113.00015,1.0000013274336281,0.007955189713053026,0.0079551791530807,1.008848218343073,6.95785,19,0
baseline,120,113,0,111.99979,0.9999981250000001,0.007723996066439439,0.007724010548959218,1.00893046317319,7.00421,18,0
baseline,122,113,0,112.00296,1.0000264285714286,0.00930808757950663,0.009307841586550413,1.0089019075924421,7.10904,18,0
baseline,123,113,0,112.00042,1.00000375,0.008413233105925426,0.008413201556419588,1.0089247879606165,7.15458,18,0
baseline,124,120,0,112.01113,0.9412699999999999,0.23522973737293024,0.24990676147431687,1.0713221087940101,7.20887,18,0
baseline,125,114,0,111.98747,0.9910395575221239,0.0939358858396338,0.09478520320066718,1.0179710283659413,7.26653,18,0
baseline,126,113,0,111.99157,0.9999247321428572,0.007838008124314726,0.007838598118798131,1.0090045170364164,7.32043,18,0
baseline,127,113,0,112.01406999999999,1.0001256250000001,0.008221137367139553,0.008220104716484544,1.008801840697334,7.35393,18,0
baseline,128,109,0,111.00335000000001,1.0278087962962965,0.16549468937836073,0.16101700041361774,0.9819523464832367,8.41465,20,0
baseline,129,113,0,111.99646,0.9999683928571429,0.008833011797631622,0.008833290992721928,1.0089604617860244,7.45654,18,0
baseline,130,114,0,111.99695,0.9911234513274336,0.09394302482285266,0.09478438301205837,1.0178848620431182,7.50405,18,0
baseline,131,113,0,111.99996999999999,0.9999997321428571,0.008918395261220805,0.008918397650077318,1.0089288416773683,7.57003,18,0
baseline,132,114,0,112.0003,0.9911530973451327,0.09396790815471402,0.09480665338827382,1.0178544164613845,7.6127,18,0
baseline,133,121,0,111.99743000000001,0.9333119166666667,0.24937466412774598,0.2671932712681846,1.0803819337640157,7.66057,18,0
baseline,134,113,0,112.00941999999999,1.000084107142857,0.008047143853740685,0.008046467088383788,1.0088437204656537,7.70658,18,0
baseline,135,113,0,112.01319,1.000117767857143,0.008019640478874315,0.008018696134213509,1.0088097660641573,7.75481,18,0
baseline,136,113,0,111.99079,0.9999177678571429,0.008485649725714101,0.008486347576260328,1.0090115446100523,7.81321,18,0
baseline,137,113,0,111.99448000000001,0.9999507142857144,0.007809289650599081,0.007809674555987911,1.008978299644768,7.86352,18,0
baseline,138,113,0,112.0047,1.0000419642857141,0.007141245869605616,0.007140946204898804,1.0088862342383846,7.9113,18,0
baseline,139,116,0,111.99571999999999,0.9738758260869566,0.15941350163200835,0.16368976142732025,1.0357538663084627,7.95828,18,0
baseline,140,112,0,110.98695,0.9998824324324324,0.009024349964483057,0.009025411060107692,1.0091276496921486,8.01805,20,0
baseline,141,112,0,111.00031000000001,1.0000027927927928,0.008103682643124473,0.008103660011281199,1.0090061910637906,8.05169,20,0
baseline,142,121,0,111.00342,0.9250285,0.2633294034653499,0.2846716652139365,1.0900565045653547,8.11358,20,0
baseline,143,112,0,110.98946000000001,0.9999050450450451,0.0077810257636707,0.007781764680785434,1.0091048285125452,8.16854,20,0
baseline,144,113,0,110.99208999999999,0.9910008035714285,0.09443671596193731,0.09529428797797194,1.018090568436003,8.21791,20,0
baseline,145,119,0,111.00191,0.9406941525423729,0.23628580500743335,0.25118238948210114,1.0720536250232091,8.26809,20,0
baseline,146,112,0,111.01228,1.0001106306306304,0.008757472925150065,0.008756504187569675,1.008897394054063,8.30272,20,0
baseline,147,113,0,110.98765,0.9909611607142857,0.0944109680158436,0.09527211737318957,1.0181312965902063,8.36335,20,0
baseline,149,115,0,111.01465,0.9738127192982458,0.16024454079041683,0.16455375619440782,1.0358993159911778,8.45335,20,0
baseline,150,119,0,110.99922000000001,0.9406713559322033,0.23634250703599557,0.25124875499348087,1.0720796056044357,8.51878,20,0
baseline,151,112,0,110.99904,0.9999913513513513,0.008415308496588966,0.008415381278264886,1.009017735648885,8.56796,20,0
baseline,152,112,0,110.9999,0.9999990990990991,0.008298386421853049,0.008298393897883586,1.0090099180269532,8.6031,20,0
baseline,153,120,0,110.99264,0.9327112605042016,0.2504890972939079,0.2685601728004221,1.0811527683277018,8.65836,20,0
baseline,154,112,0,110.99688,0.999971891891892,0.008752347794519232,0.008752593813372364,1.009037371140522,8.71212,20,0
baseline,155,112,0,111.00922,1.000083063063063,0.008278216045013345,0.00827752848814253,1.0089252045911141,8.75278,20,0
baseline,156,112,0,111.00109,1.0000098198198197,0.007378774890620844,0.007378702433092447,1.0089991008196406,8.81691,20,0
baseline,157,112,0,110.99437,0.9999492792792792,0.007458257496624445,0.007458635804008018,1.0090601892690594,8.86563,20,0
baseline,158,112,0,111.00406,1.0000365765765766,0.007774984429230348,0.007774700057318341,1.0089721042635738,8.90594,20,0
baseline,159,112,0,110.99616,0.9999654054054055,0.008329995272029907,0.008330283454808884,1.0090439164742275,8.95684,20,0
baseline,160,111,0,109.99006,0.9999096363636364,0.0072550730749124884,0.007255728728944904,1.0091821024554402,9.01494,5,0
baseline,161,111,0,110.00247999999999,1.0000225454545455,0.007788300367318281,0.007788124780505048,1.0090681591905928,9.06252,5,0
baseline,162,111,0,109.99489,0.9999535454545454,0.006894947239083887,0.00689526755560397,1.0091377881281576,9.11211,5,0
baseline,163,120,0,109.98986000000001,0.9242845378151261,0.2643100051704246,0.2859617297019973,1.091009662163403,9.16914,5,0
baseline,164,111,0,110.00601999999999,1.0000547272727272,0.008287734059119846,0.008287280518858724,1.0090356873196578,9.20098,5,0
sybil_type1,1,119,0,117.00257,0.9915472033898306,0.09196086691562833,0.09274482001586924,1.01707167628882,1.06643,15,0
sybil_type1,2,119,0,116.98702,0.9914154237288134,0.09202692656476107,0.09282377937861659,1.0172068661976346,1.11898,15,0
sybil_type1,3,103,0,116.99831999999999,1.1470423529411764,0.9846797149259355,0.8584510523095155,0.880354521329879,1.15568,15,0
sybil_type1,4,109,0,112.01007,1.037130277777778,0.3830627545978703,0.3693487335252088,0.9731267911893993,1.21093,15,0
sybil_type1,5,90,0,98.99416000000001,1.1122939325842698,1.063441385491777,0.9560794627558651,0.9091445394354576,1.25984,15,0
sybil_type1,6,86,0,116.99692,1.3764343529411767,2.477796453651058,1.8001559234237954,0.7350620853950685,1.30808,15,0
sybil_type1,7,120,0,117.00505,0.9832357142857142,0.12880317682007572,0.13099928628370325,1.0255967584305121,1.35095,15,0
sybil_type1,9,124,0,117.01698999999999,0.9513576422764227,0.21547703140978272,0.22649424552283626,1.0596751805015665,1.45301,15,0
sybil_type1,10,120,0,116.98876,0.9830988235294118,0.12874040960072383,0.13095368087059078,1.025739566775475,1.51324,15,0
sybil_type1,12,108,0,117.0025,1.0934813084112147,0.9906950070352843,0.906000861116433,0.9230571996324866,1.6095,15,0
sybil_type1,13,108,0,107.00079,1.00000738317757,0.007693707264380872,0.007693650460793359,1.0093383422683142,1.66821,15,0
sybil_type1,14,118,0,116.9884,0.9999008547008547,0.008153485812425114,0.008154294272370067,1.0086470111566617,1.7206,15,0
sybil_type1,15,103,0,116.98582999999999,1.1469199019607843,1.0610074662047133,0.925092907003188,0.8804485124394981,1.76617,15,0
sybil_type1,17,119,0,117.01051000000001,0.9916144915254237,0.2445165734655178,0.24658430827223216,1.0170026607011626,1.85649,15,0
sybil_type1,18,123,0,117.00207,0.9590333606557377,0.198292461409456,0.20676284011003934,1.0512634520055928,1.90693,15,0
sybil_type1,20,107,0,114.99917,1.0848978301886791,0.6160135740801103,0.5678079142005259,0.9304414979690723,2.01883,20,0
sybil_type1,21,118,0,116.99921,0.999993247863248,0.008754361533638224,0.008754420644683602,1.0085538184403124,2.06879,20,0
sybil_type1,22,118,0,116.99484000000001,0.9999558974358975,0.007389118374235953,0.00738944426767545,1.0085914900178503,2.10716,20,0
sybil_type1,23,111,0,117.0084,1.0637127272727274,1.0648698487812818,1.0010878139171289,0.9486498405242701,2.1526,20,0
sybil_type1,24,114,0,117.0093,1.0354805309734514,0.3751795583446914,0.3623241066560532,0.9742815314680116,2.2057,20,0
sybil_type1,25,105,0,117.01490000000001,1.1251432692307692,1.2686251037559113,1.127523168336808,0.8973216231437192,2.2541,20,0
sybil_type1,26,126,0,117.00214,0.9360171199999999,0.24473069295637168,0.2614596332985573,1.0769033797159608,2.31686,20,0
sybil_type1,28,116,0,112.00028999999999,0.9739155652173913,0.1594900529115341,0.16376168387444728,1.0357116039610255,2.40971,20,0
sybil_type1,29,118,0,116.98387,0.9998621367521366,0.007374972904954993,0.007375989782862666,1.0086860692845945,2.46713,20,0
sybil_type1,30,118,0,117.00108,1.0000092307692308,0.00844361845245768,0.008443540512083724,1.0085376989682489,2.51892,20,0
sybil_type1,31,118,0,116.98373,0.9998609401709401,0.008567864625697133,0.008569056237192682,1.0086872764272434,2.56927,20,0
sybil_type1,32,118,0,116.99949,0.999995641025641,0.00829437502574599,0.00829441118087165,1.008551404796722,2.60751,20,0
sybil_type1,33,118,0,117.01131,1.0000966666666666,0.007834156639767111,0.007833399411157366,1.0084495250929162,2.65469,20,0
sybil_type1,34,118,0,116.99564000000001,0.9999627350427351,0.009107271878370507,0.009107611273115384,1.00858459340878,2.70736,20,0
sybil_type1,36,118,0,116.99423,0.9999506837606837,0.008670165538940806,0.008670593139987111,1.0085967487456433,2.81277,20,0
sybil_type1,37,118,0,117.00197999999999,1.000016923076923,0.00808896647086189,0.008088829582976641,1.008529941117236,2.86602,20,0
sybil_type1,39,118,0,117.00437,1.0000373504273503,0.008044002532349827,0.008043702096639039,1.0085093402921619,2.96463,20,0
sybil_type1,40,122,0,116.00729,0.9587379338842975,0.19917191054118003,0.20774385105869453,1.0516580466624124,3.00171,19,0
sybil_type1,41,117,0,116.00473,1.0000407758620689,0.008408980846736755,0.008408637977274407,1.0085795639539872,3.06027,19,0
sybil_type1,42,117,0,116.0056,1.000048275862069,0.007667679849127808,0.007667309703142139,1.0085719999724152,3.1034,19,0
sybil_type1,44,117,0,115.99678,0.9999722413793104,0.007722161021261841,0.007722375383750942,1.0086486883515215,3.20922,19,0
sybil_type1,45,129,0,115.99125,0.9061816406250001,0.2913888786451701,0.3215568111093015,1.1121528563576994,3.26175,19,0
sybil_type1,47,130,0,115.99523,0.8991878294573643,0.30080733682078176,0.3345322600755294,1.1207357405989884,3.36877,19,0
sybil_type1,48,119,0,115.99780000000001,0.9830322033898307,0.12932090606045674,0.1315530718266544,1.0258815253392735,3.4142,19,0
sybil_type1,49,126,0,116.00068999999999,0.9280055199999999,0.25855031860728606,0.27860859987911074,1.0862004355318922,3.46531,19,0
sybil_type1,50,117,0,115.99530999999999,0.9999595689655173,0.008775520162620199,0.008775874980324144,1.008661470881883,3.50969,19,0
sybil_type1,51,120,0,116.01098,0.9748821848739496,0.15687830674761674,0.1609202723997883,1.0343848487444895,3.55802,19,0
sybil_type1,52,129,0,115.99506000000001,0.90621140625,0.29145575970498516,0.3216200521146168,1.1121163263332075,3.60994,19,0
sybil_type1,53,121,0,115.99686,0.9666405,0.17969364367282634,0.1858950081988354,1.0431316847714671,3.66314,19,0
sybil_type1,55,117,0,115.99657,0.9999704310344828,0.007791480691494409,0.007791711084330782,1.0086505144074518,3.76543,19,0
sybil_type1,56,123,0,115.98662,0.9507099999999999,0.21633560397193496,0.22755162349395186,1.0604671469864368,3.81638,19,0
sybil_type1,58,123,0,116.01095000000001,0.9509094262295082,0.21639572889144051,0.22756712986796282,1.0602447441383764,3.90105,19,0
sybil_type1,59,117,0,115.99229,0.9999335344827586,0.007613035695924672,0.007613541733914056,1.0086877326070551,3.96071,19,0
sybil_type1,60,125,0,115.00737000000001,0.9274787903225807,0.2595569299308909,0.2798521460966412,1.0868868664677749,4.00563,18,0
sybil_type1,61,117,0,115.01459,0.9915050862068966,0.09281270297547196,0.0936078939650591,1.0172622447291253,4.05341,18,0
sybil_type1,63,116,0,115.00165,1.000014347826087,0.007616530778275597,0.007616421499184521,1.0086811797917683,4.15335,18,0
sybil_type1,64,137,0,114.9905,0.8455183823529412,0.3611297621908643,0.42711048006537533,1.1914027680547523,4.2185,18,0
sybil_type1,66,125,0,114.99947,0.9274150806451613,0.2594119751958144,0.2797150710719013,1.0869615312140135,4.31153,18,0
sybil_type1,67,116,0,115.00330000000001,1.000028695652174,0.008035374672332878,0.008035144098632655,1.0086667078249059,4.3547,18,0
sybil_type1,68,116,0,115.00306,1.0000266086956522,0.008733131107101805,0.008732898736057176,1.008668812812459,4.41094,18,0
sybil_type1,69,123,0,114.98655,0.9425127049180327,0.23252488583557449,0.24670742858134354,1.0696903246510137,4.46545,18,0
sybil_type1,74,116,0,114.99503,0.9999567826086957,0.007871532589055711,0.007871872790862412,1.0087392472526857,4.71997,18,0
sybil_type1,75,118,0,115.01633,0.9830455555555555,0.12979034661431485,0.13202882194097862,1.025941272860993,4.75467,18,0
sybil_type1,76,119,0,114.99837,0.9745624576271187,0.15754737932474686,0.16165960230845122,1.0347972758222574,4.81563,18,0
sybil_type1,77,116,0,115.00183,1.0000159130434783,0.009042115460026168,0.00904197157473937,1.0086796010115666,4.85817,18,0
sybil_type1,78,117,0,115.00672,0.9914372413793103,0.09283639606193934,0.09363819734346797,1.017331856781934,4.90928,18,0
sybil_type1,79,116,0,115.01012,1.000088,0.008876955235939904,0.008876174132616233,1.0086068947671736,4.95788,18,0
sybil_type1,80,116,0,114.00492,0.9913471304347827,0.09315462227804742,0.09396771263885324,1.0174999464935373,5.01108,20,0
sybil_type1,82,115,0,114.012,1.0001052631578948,0.007569127068551163,0.0075683304021930365,1.0086657544819844,5.107,20,0
sybil_type1,83,123,0,113.99923,0.9344199180327869,0.24748954866655115,0.2648590252523569,1.0789546560972385,5.16077,20,0
sybil_type1,85,117,0,113.99451,0.9827112931034483,0.13030329314473346,0.13259570136131188,1.026365217061769,5.26149,20,0
