receive_time,flow,receiver_role,receiver_id,real_node_id,claimed_node_id,destination_id,message_type,sequence_number,channel,packet_size,delay,rsu_aggregated_count,status
2.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,11,wifi,120,0.000598086,0,received_tagged
2.30084,v2rsu_report,rsu_edge,1,4,4,1,2,84,wifi,160,0.000836282,2,received_tagged
2.35025,v2rsu_report,rsu_edge,1,5,5,1,2,85,wifi,160,0.000250051,3,received_tagged
2.40303,controller2rsu_command,rsu_edge,0,0,0,0,4,86,csma,100,0.00303419,3,received_tagged
2.50603,controller2rsu_command,rsu_edge,1,0,0,1,4,87,csma,100,0.00603419,3,received_tagged
2.60577,rsu2vehicle_command,vehicle,0,0,0,0,5,60,wifi,100,0.00577038,0,received_tagged
2.70478,rsu2vehicle_command,vehicle,1,1,1,1,5,61,wifi,100,0.00478347,0,received_tagged
3.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,12,wifi,120,0.000598089,0,received_tagged
3.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,12,wifi,120,0.000598127,0,received_tagged
3.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,12,wifi,120,0.000598178,0,received_tagged
3.0006,v2v_beacon,vehicle,2,0,0,4294967295,1,12,wifi,120,0.000598254,0,received_tagged
3.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,13,wifi,120,0.000598089,0,received_tagged
3.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,13,wifi,120,0.000598127,0,received_tagged
3.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,13,wifi,120,0.000598127,0,received_tagged
3.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,13,wifi,120,0.000598127,0,received_tagged
3.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,13,wifi,120,0.000598178,0,received_tagged
3.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,14,wifi,120,0.000598089,0,received_tagged
3.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,14,wifi,120,0.000598127,0,received_tagged
3.10078,v2rsu_report,rsu_edge,0,0,0,0,2,88,wifi,160,0.000780125,4,received_tagged
3.1506,v2v_beacon,vehicle,0,3,3,4294967295,1,15,wifi,120,0.000598089,0,received_tagged
3.15113,v2rsu_report,rsu_edge,0,1,1,0,2,89,wifi,160,0.00112814,5,received_tagged
3.2006,v2v_beacon,vehicle,1,4,4,4294967295,1,16,wifi,120,0.000598089,0,received_tagged
3.2006,v2v_beacon,vehicle,3,4,4,4294967295,1,16,wifi,120,0.000598127,0,received_tagged
3.2006,v2v_beacon,vehicle,0,4,4,4294967295,1,16,wifi,120,0.00059818,0,received_tagged
3.2009,v2rsu_report,rsu_edge,1,2,2,1,2,90,wifi,160,0.00089712,4,received_tagged
3.25025,v2rsu_report,rsu_edge,0,3,3,0,2,91,wifi,160,0.000250036,6,received_tagged
3.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,17,wifi,120,0.00059809,0,received_tagged
3.30025,v2rsu_report,rsu_edge,1,4,4,1,2,92,wifi,160,0.000250075,5,received_tagged
3.35025,v2rsu_report,rsu_edge,1,5,5,1,2,93,wifi,160,0.00025007,6,received_tagged
3.50001,rsu2controller_report,sdn_controller,0,0,0,0,3,94,csma,204,1.2e-05,0,received_tagged
3.60001,rsu2controller_report,sdn_controller,0,1,1,0,3,95,csma,204,1.2e-05,0,received_tagged
3.90001,controller2rsu_command,rsu_edge,0,0,0,0,4,96,csma,100,1.1168e-05,0,received_tagged
4.00001,controller2rsu_command,rsu_edge,1,0,0,1,4,97,csma,100,1.1168e-05,0,received_tagged
4.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,18,wifi,120,0.000598093,0,received_tagged
4.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,18,wifi,120,0.00059813,0,received_tagged
4.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,18,wifi,120,0.000598189,0,received_tagged
4.0006,v2v_beacon,vehicle,2,0,0,4294967295,1,18,wifi,120,0.00059826,0,received_tagged
4.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,19,wifi,120,0.000598093,0,received_tagged
4.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,19,wifi,120,0.000598122,0,received_tagged
4.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,19,wifi,120,0.00059813,0,received_tagged
4.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,19,wifi,120,0.00059813,0,received_tagged
4.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,19,wifi,120,0.00059819,0,received_tagged
4.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,20,wifi,120,0.000598093,0,received_tagged
4.1008,rsu2vehicle_command,vehicle,0,0,0,0,5,62,wifi,100,0.000804123,0,received_tagged
4.10128,v2rsu_report,rsu_edge,0,0,0,0,2,98,wifi,160,0.00128125,1,received_tagged
4.1506,v2v_beacon,vehicle,0,3,3,4294967295,1,21,wifi,120,0.000598093,0,received_tagged
4.15096,v2rsu_report,rsu_edge,0,1,1,0,2,99,wifi,160,0.000962148,2,received_tagged
4.2009,rsu2vehicle_command,vehicle,1,1,1,1,5,63,wifi,100,0.000899208,0,received_tagged
4.20162,v2rsu_report,rsu_edge,1,2,2,1,2,100,wifi,160,0.00162346,1,received_tagged
4.25025,v2rsu_report,rsu_edge,0,3,3,0,2,101,wifi,160,0.000250034,3,received_tagged
4.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,23,wifi,120,0.000598094,0,received_tagged
4.30025,v2rsu_report,rsu_edge,1,4,4,1,2,102,wifi,160,0.000250058,2,received_tagged
4.35025,v2rsu_report,rsu_edge,1,5,5,1,2,103,wifi,160,0.000250091,3,received_tagged
5.00001,rsu2controller_report,sdn_controller,0,0,0,0,3,104,csma,192,1.1904e-05,0,received_tagged
5.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,24,wifi,120,0.000598097,0,received_tagged
5.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,24,wifi,120,0.000598133,0,received_tagged
5.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,24,wifi,120,0.000598202,0,received_tagged
5.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,25,wifi,120,0.000598098,0,received_tagged
5.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,25,wifi,120,0.000598118,0,received_tagged
5.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,25,wifi,120,0.000598134,0,received_tagged
5.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,25,wifi,120,0.000598134,0,received_tagged
5.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,25,wifi,120,0.000598202,0,received_tagged
5.10001,rsu2controller_report,sdn_controller,0,1,1,0,3,106,csma,192,1.1904e-05,0,received_tagged
5.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,26,wifi,120,0.000598098,0,received_tagged
5.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,26,wifi,120,0.000598117,0,received_tagged
5.10095,v2rsu_report,rsu_edge,0,0,0,0,2,105,wifi,160,0.000949121,1,received_tagged
5.1506,v2v_beacon,vehicle,0,3,3,4294967295,1,27,wifi,120,0.000598098,0,received_tagged
5.1506,v2v_beacon,vehicle,1,3,3,4294967295,1,27,wifi,120,0.000598117,0,received_tagged
5.1506,v2v_beacon,vehicle,4,3,3,4294967295,1,27,wifi,120,0.000598134,0,received_tagged
5.1506,v2v_beacon,vehicle,2,3,3,4294967295,1,27,wifi,120,0.000598232,0,received_tagged
5.15886,v2rsu_report,rsu_edge,1,1,1,1,2,107,wifi,160,0.00886243,1,received_tagged
5.2006,v2v_beacon,vehicle,1,4,4,4294967295,1,28,wifi,120,0.000598098,0,received_tagged
5.2006,v2v_beacon,vehicle,3,4,4,4294967295,1,28,wifi,120,0.000598134,0,received_tagged
5.20141,v2rsu_report,rsu_edge,1,2,2,1,2,108,wifi,160,0.00141413,2,received_tagged
5.25025,v2rsu_report,rsu_edge,0,3,3,0,2,109,wifi,160,0.000250039,2,received_tagged
5.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,29,wifi,120,0.000598099,0,received_tagged
5.30025,v2rsu_report,rsu_edge,1,4,4,1,2,110,wifi,160,0.000250043,3,received_tagged
5.35025,v2rsu_report,rsu_edge,1,5,5,1,2,111,wifi,160,0.000250113,4,received_tagged
5.40001,controller2rsu_command,rsu_edge,0,0,0,0,4,112,csma,100,1.1168e-05,2,received_tagged
5.50001,controller2rsu_command,rsu_edge,1,0,0,1,4,113,csma,100,1.1168e-05,4,received_tagged
5.60021,rsu2vehicle_command,vehicle,0,0,0,0,5,64,wifi,100,0.00021012,0,received_tagged
5.70021,rsu2vehicle_command,vehicle,1,1,1,1,5,65,wifi,100,0.00021014,0,received_tagged
6.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,30,wifi,120,0.000598103,0,received_tagged
6.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,30,wifi,120,0.000598137,0,received_tagged
6.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,30,wifi,120,0.000598214,0,received_tagged
6.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,31,wifi,120,0.000598103,0,received_tagged
6.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,31,wifi,120,0.000598113,0,received_tagged
6.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,31,wifi,120,0.000598137,0,received_tagged
6.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,31,wifi,120,0.000598137,0,received_tagged
6.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,31,wifi,120,0.000598214,0,received_tagged
6.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,32,wifi,120,0.000598103,0,received_tagged
6.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,32,wifi,120,0.000598113,0,received_tagged
6.10113,v2rsu_report,rsu_edge,0,0,0,0,2,114,wifi,160,0.00112812,3,received_tagged
6.1506,v2v_beacon,vehicle,0,3,3,4294967295,1,33,wifi,120,0.000598104,0,received_tagged
6.15101,v2rsu_report,rsu_edge,1,1,1,1,2,115,wifi,160,0.00101114,5,received_tagged
6.2006,v2v_beacon,vehicle,1,4,4,4294967295,1,34,wifi,120,0.000598104,0,received_tagged
6.2006,v2v_beacon,vehicle,3,4,4,4294967295,1,34,wifi,120,0.000598137,0,received_tagged
6.20132,v2rsu_report,rsu_edge,1,2,2,1,2,116,wifi,160,0.00132313,6,received_tagged
6.25025,v2rsu_report,rsu_edge,0,3,3,0,2,117,wifi,160,0.00025005,4,received_tagged
6.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,35,wifi,120,0.000598104,0,received_tagged
6.30025,v2rsu_report,rsu_edge,1,4,4,1,2,118,wifi,160,0.000250034,7,received_tagged
6.35025,v2rsu_report,rsu_edge,1,5,5,1,2,119,wifi,160,0.000250136,8,received_tagged
6.50001,rsu2controller_report,sdn_controller,0,0,0,0,3,120,csma,196,1.1936e-05,0,received_tagged
6.60001,rsu2controller_report,sdn_controller,0,1,1,0,3,121,csma,212,1.2064e-05,0,received_tagged
6.90001,controller2rsu_command,rsu_edge,0,0,0,0,4,122,csma,100,1.1168e-05,0,received_tagged
7.00001,controller2rsu_command,rsu_edge,1,0,0,1,4,123,csma,100,1.1168e-05,0,received_tagged
7.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,36,wifi,120,0.000598109,0,received_tagged
7.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,36,wifi,120,0.00059814,0,received_tagged
7.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,36,wifi,120,0.000598226,0,received_tagged
7.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,37,wifi,120,0.000598109,0,received_tagged
7.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,37,wifi,120,0.000598109,0,received_tagged
7.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,37,wifi,120,0.00059814,0,received_tagged
7.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,37,wifi,120,0.00059814,0,received_tagged
7.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,37,wifi,120,0.000598227,0,received_tagged
7.10054,rsu2vehicle_command,vehicle,0,0,0,0,5,66,wifi,100,0.000544118,0,received_tagged
7.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,38,wifi,120,0.000598108,0,received_tagged
7.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,38,wifi,120,0.00059811,0,received_tagged
7.101,v2rsu_report,rsu_edge,0,0,0,0,2,124,wifi,160,0.000995236,1,received_tagged
7.15175,v2rsu_report,rsu_edge,1,1,1,1,2,125,wifi,160,0.00175213,1,received_tagged
7.2009,v2rsu_report,rsu_edge,1,2,2,1,2,126,wifi,160,0.000897141,2,received_tagged
7.20132,rsu2vehicle_command,vehicle,1,1,1,1,5,67,wifi,100,0.00132127,0,received_tagged
7.25025,v2rsu_report,rsu_edge,0,3,3,0,2,127,wifi,160,0.000250064,2,received_tagged
7.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,41,wifi,120,0.000598111,0,received_tagged
7.30025,v2rsu_report,rsu_edge,1,4,4,1,2,128,wifi,160,0.000250036,3,received_tagged
7.35025,v2rsu_report,rsu_edge,1,5,5,1,2,129,wifi,160,0.000250158,4,received_tagged
8.00001,rsu2controller_report,sdn_controller,0,0,0,0,3,130,csma,188,1.1872e-05,0,received_tagged
8.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,42,wifi,120,0.000598116,0,received_tagged
8.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,42,wifi,120,0.000598143,0,received_tagged
8.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,42,wifi,120,0.000598239,0,received_tagged
8.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,43,wifi,120,0.000598105,0,received_tagged
8.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,43,wifi,120,0.000598116,0,received_tagged
8.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,43,wifi,120,0.000598144,0,received_tagged
8.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,43,wifi,120,0.000598144,0,received_tagged
8.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,43,wifi,120,0.000598239,0,received_tagged
8.10001,rsu2controller_report,sdn_controller,0,1,1,0,3,132,csma,196,1.1936e-05,0,received_tagged
8.10025,v2rsu_report,rsu_edge,0,0,0,0,2,131,wifi,160,0.000250117,1,received_tagged
8.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,44,wifi,120,0.000598104,0,received_tagged
8.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,44,wifi,120,0.000598116,0,received_tagged
8.1511,v2rsu_report,rsu_edge,1,1,1,1,2,133,wifi,160,0.00110213,1,received_tagged
8.2006,v2v_beacon,vehicle,3,4,4,4294967295,1,46,wifi,120,0.000598144,0,received_tagged
8.20158,v2rsu_report,rsu_edge,1,2,2,1,2,134,wifi,160,0.00158315,2,received_tagged
8.25025,v2rsu_report,rsu_edge,0,3,3,0,2,135,wifi,160,0.000250078,2,received_tagged
8.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,47,wifi,120,0.000598117,0,received_tagged
8.30025,v2rsu_report,rsu_edge,1,4,4,1,2,136,wifi,160,0.000250047,3,received_tagged
8.35025,v2rsu_report,rsu_edge,1,5,5,1,2,137,wifi,160,0.000250181,4,received_tagged
8.40001,controller2rsu_command,rsu_edge,0,0,0,0,4,138,csma,100,1.1168e-05,2,received_tagged
8.50001,controller2rsu_command,rsu_edge,1,0,0,1,4,139,csma,100,1.1168e-05,4,received_tagged
8.60021,rsu2vehicle_command,vehicle,0,0,0,0,5,68,wifi,100,0.000210117,0,received_tagged
8.70021,rsu2vehicle_command,vehicle,1,1,1,1,5,69,wifi,100,0.000210126,0,received_tagged
9.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,48,wifi,120,0.000598123,0,received_tagged
9.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,48,wifi,120,0.000598147,0,received_tagged
9.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,48,wifi,120,0.000598251,0,received_tagged
9.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,49,wifi,120,0.000598101,0,received_tagged
9.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,49,wifi,120,0.000598123,0,received_tagged
9.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,49,wifi,120,0.000598147,0,received_tagged
9.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,49,wifi,120,0.000598147,0,received_tagged
9.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,49,wifi,120,0.000598252,0,received_tagged
9.10025,v2rsu_report,rsu_edge,0,0,0,0,2,140,wifi,160,0.000250117,3,received_tagged
9.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,50,wifi,120,0.0005981,0,received_tagged
9.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,50,wifi,120,0.000598123,0,received_tagged
9.15088,v2rsu_report,rsu_edge,1,1,1,1,2,141,wifi,160,0.000884124,5,received_tagged
9.2006,v2v_beacon,vehicle,3,4,4,4294967295,1,52,wifi,120,0.000598147,0,received_tagged
9.2018,v2rsu_report,rsu_edge,1,2,2,1,2,142,wifi,160,0.00180416,6,received_tagged
9.25025,v2rsu_report,rsu_edge,0,3,3,0,2,143,wifi,160,0.000250094,4,received_tagged
9.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,53,wifi,120,0.000598125,0,received_tagged
9.30025,v2rsu_report,rsu_edge,1,4,4,1,2,144,wifi,160,0.000250062,7,received_tagged
9.35025,v2rsu_report,rsu_edge,1,5,5,1,2,145,wifi,160,0.000250204,8,received_tagged
9.50001,rsu2controller_report,sdn_controller,0,0,0,0,3,146,csma,196,1.1936e-05,0,received_tagged
9.60001,rsu2controller_report,sdn_controller,0,1,1,0,3,147,csma,212,1.2064e-05,0,received_tagged
9.90001,controller2rsu_command,rsu_edge,0,0,0,0,4,148,csma,100,1.1168e-05,0,received_tagged
10,controller2rsu_command,rsu_edge,1,0,0,1,4,149,csma,100,1.1168e-05,0,received_tagged
10.0006,v2v_beacon,vehicle,3,0,0,4294967295,1,54,wifi,120,0.00059813,0,received_tagged
10.0006,v2v_beacon,vehicle,1,0,0,4294967295,1,54,wifi,120,0.00059815,0,received_tagged
10.0006,v2v_beacon,vehicle,4,0,0,4294967295,1,54,wifi,120,0.000598264,0,received_tagged
10.0506,v2v_beacon,vehicle,3,1,1,4294967295,1,55,wifi,120,0.000598097,0,received_tagged
10.0506,v2v_beacon,vehicle,4,1,1,4294967295,1,55,wifi,120,0.000598131,0,received_tagged
10.0506,v2v_beacon,vehicle,0,1,1,4294967295,1,55,wifi,120,0.00059815,0,received_tagged
10.0506,v2v_beacon,vehicle,2,1,1,4294967295,1,55,wifi,120,0.00059815,0,received_tagged
10.0506,v2v_beacon,vehicle,5,1,1,4294967295,1,55,wifi,120,0.000598264,0,received_tagged
10.1006,v2v_beacon,vehicle,4,2,2,4294967295,1,56,wifi,120,0.000598097,0,received_tagged
10.1006,v2v_beacon,vehicle,5,2,2,4294967295,1,56,wifi,120,0.000598131,0,received_tagged
10.1006,rsu2vehicle_command,vehicle,0,0,0,0,5,70,wifi,100,0.000609117,0,received_tagged
10.101,v2rsu_report,rsu_edge,0,0,0,0,2,150,wifi,160,0.000956234,1,received_tagged
10.1508,v2rsu_report,rsu_edge,1,1,1,1,2,151,wifi,160,0.000845121,1,received_tagged
10.2009,v2rsu_report,rsu_edge,1,2,2,1,2,152,wifi,160,0.000949167,2,received_tagged
10.202,rsu2vehicle_command,vehicle,1,1,1,1,5,71,wifi,100,0.00197129,0,received_tagged
10.2506,v2v_beacon,vehicle,2,5,5,4294967295,1,59,wifi,120,0.000598132,0,received_tagged
10.2506,v2v_beacon,vehicle,4,5,5,4294967295,1,59,wifi,120,0.000598151,0,received_tagged
10.2559,v2rsu_report,rsu_edge,1,3,3,1,2,153,wifi,160,0.00587526,3,received_tagged
10.3003,v2rsu_report,rsu_edge,1,4,4,1,2,154,wifi,160,0.00025008,4,received_tagged
10.3503,v2rsu_report,rsu_edge,1,5,5,1,2,155,wifi,160,0.000250227,5,received_tagged
